"SetuVillageId","PortalLocationCode","PortalOriginalVillageId","SetuVillageName","PortalVillageName","SetuBlockId","SetuBlockName","PortalBlockId","PortalBlockName","SetuDistrictId","SetuDistrictName","PortalDistrictId","PortalDistrictName","OverallStatus","DifferenceDetails"
"10101001","​070170008000800121","560025","Amantapur","AMANTAPUR","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101002","","","Angarbandha","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101003","","","Angul Town","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101004","","","Ankula(Part)","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101005","​070150008000800002","559906","Antulia","ANTULIA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101006","","","Antulia Forest Beat","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101007","​070160008000800084","559988","Aradiha","ARADIHA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101008","​070150008000800059","559963","Asanbahal","ASAN BAHAL","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101009","​070210015001500004","556868","Badabahala","BADABAHALA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101010","​070160008000800017","559921","Badadandasahi","BADADANDA SAHI","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101011","​070160008000800061","559965","Badahinso","BADAHINSO","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101012","​070170008000800131","560035","Badakanjeni","BADAKANJENI","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101013","","","Badakantakul","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101014","​070160008000800013","559917","Badakera","BADAKERA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101015","​070150008000800060","559964","Badakheta","BADA KHETA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101016","​070150008000800017","559921","Badataila","BADATAILA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101017","​070170008000800087","559991","Badibahal","BADIBAHAL","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101018","​080021006000600165","560766","Baghamunda","BAGHAMUNDA","10101","Angul","080060","KANTAMAL","101","Angul","6","BOUDH","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101019","","","Baghamunda(F.Beat)","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101020","​070150008000800050","559954","Baghuapat","BAGHUAPAT","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101021","​070160008000800086","559990","Balanga","BALANGA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101022","​070170008000800113","560017","Balarampur","BALARAMPUR","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101023","​070170008000800137","560041","Balasinga","BALASINGA","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101024","​070170008000800159","560062","Baliani","BALIANI","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101025","​070120014001400054","559958","Balijerenga","BALIJERENGA","10101","Angul","070120","KANHIA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101026","​070170008000800115","560019","Ballavpur","BALLAVPUR","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101027","​070170008000800123","560027","Baluakata","BALUAKATA","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101028","​070160008000800070","559974","Banamira","BANAMIRA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101029","","","Bandanpasi","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101030","","","Baniabahal","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101031","​070160008000800004","559908","Baniasahi","BANIASAHI","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101032","​070160008000800044","559948","Bantala","BANTALA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101033","​070160008000800074","559978","Barabandha","BARABANDHA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101034","","","Baradasahi","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101035","​070150008000800016","559920","Baragotha","BARAGOTHA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101036","","","Baragounia","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101037","​070170008000800092","559996","Barsinga","BARSINGA","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101038","​070160008000800050","559954","Basala","BASALA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101039","​070160008000800024","559928","Baulapur","BAULAPUR","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101040","","","Bedashasana","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101041","​050010006000600055","55","Beherasahi","BEHERASAHI","10101","Angul","050010","BALESWAR","101","Angul","2","BALESWAR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101042","​070150008000800004","559908","Betar","BETAR","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101043","​070170009000900078","559982","Bhagabatpur","BHAGABATPUR","10101","Angul","070090","BANARPAL","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101044","​070130013001300072","559976","Bhagamunda","BHAGAMUNDA","10101","Angul","070130","ATHAMALLIK","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101045","​070170008000800132","560035","Bhagatpur","BHAGATPUR","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101046","​070120014001400033","559939","Bhalumunda","BHALUMUNDA","10101","Angul","070120","KANHIA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101047","​070160008000800051","559955","Bherubania","BHERUBANIA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101048","","","Bhubanapurjungle","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101049","​040122008000800111","970859","Bhurukundi","BHURU KUNDI","10101","Angul","040050","MORDA","101","Angul","22","MAYURBHANJ","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101050","​070150008000800046","559950","Bidisinga","BIDISINGA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101051","​060390039003900044","15009","Biswanathapur","BISWANATHA PUR","10101","Angul","060390","NARASINGHPUR","101","Angul","7","CUTTACK","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101052","​070170008000800138","560042","Brahmanposi","BRAHMANPOSI","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101053","​050010006000600033","33","Brahmapur","BRAHMAPUR","10101","Angul","050010","BALESWAR","101","Angul","2","BALESWAR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101054","","","Bramhanasahi","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101055","​070150008000800041","559945","Bruti","BRUTI","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101056","​070160008000800016","559920","Champatimunda","CHAMPATIMUNDA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101057","​070160008000800020","559924","Chandanpur","CHANDANPUR","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101058","​070170008000800109","560013","Chandrabahala","CHANDRABAHALA","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101059","​070170008000800153","560057","Charadapita","CHARADAPITA","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101060","​070160008000800054","559958","Chatiagaji","CHATIAGAJI","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101061","​070170008000800122","560026","Chheliapada","CHHELIAPADA","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101062","","","Chhotkei(Chhotakoi)","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101063","​070160008000800011","559921","Dalabeherasahi","DALABEHERA SAHI","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101064","​070130013001300191","560095","Dalaki","DALAKI","10101","Angul","070130","ATHAMALLIK","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101065","​070150008000800028","559932","Dalasinga","DALASINGA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101066","​070150008000800020","559924","Dandasinga","DANDASINGA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101067","","","Dhokata","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101068","​070150008000800052","559956","Dimiripal","DIMIRIPAL","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101069","​070170008000800136","560040","Fulpal","FULPAL","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101070","​070160008000800072","559976","Gadatarasa","GADATARASA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101071","​070110014001400072","559976","Gadeimunda","GADEIMUNDA","10101","Angul","070110","TALCHER","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101072","​070150008000800076","559980","Gaindi","GAINDI","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101073","​070150008000800024","559928","Ganjada","GANJADA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101074","​070160008000800006","559910","Gaudasahi","GAUDASAHI","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101075","​070160008000800001","559905","Godibandha","GODIBANDHA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101076","​070160008000800048","559952","Gohirapasi","GOHIRAPASI","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101077","​070160008000800032","559936","Gopalpur","GOPALPUR","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101078","​050010006000600032","32","Gopalpur","GOPALPUR","10101","Angul","050010","BALESWAR","101","Angul","2","BALESWAR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101079","​070160008000800033","559933","Gopalpur Jungle","GOPALPUR JUNGLE","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101080","​120241005000500225","7440","Gopinathapur","GOPINATHAPUR","10101","Angul","120050","PURUSOTTAMPUR","101","Angul","11","GANJAM","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101081","","","Gopinathpur(Part)","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101082","","","Guranga","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101083","","","Gurudhi","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101084","​070160008000800052","559956","Hamamira","HAMAMIRA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101085","​070170008000800157","560061","Hanadiha","HANADIHA","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101086","​070100010001000026","559930","Haribereni","HARIBERENI","10101","Angul","070100","CHENDIPADA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101087","​070130013001300048","559952","Haripur","HARIPUR","10101","Angul","070130","ATHAMALLIK","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101088","​060010029002900189","10994","Hatibari","HATI BARI","10101","Angul","060010","CUTTACK SADAR","101","Angul","7","CUTTACK","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101089","​070150008000800051","559955","Hidising","HIDISING","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101090","​070150008000800038","559942","Hinjadoli","HINJADOLI","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101091","​070140013001300077","559981","Hinjagola","HINJAGOLA","10101","Angul","070140","KISHORENAGAR","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101092","​070150008000800021","559925","Hinsaloi","HINSALOI","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101093","​070150008000800048","559952","Hinsaloi","HINSALOI","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101094","​070150008000800055","559959","Hinsrida","HINSRIDA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101095","","","Hulurisingha","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101096","","","Inkarabandha","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101097","​070170008000800091","559995","Jadupur","JADUPUR","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101098","​070130013001300005","559909","Jaganathpur","JAGANATHPUR","10101","Angul","070130","ATHAMALLIK","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101099","","","Jaganathpur(F.Beat)","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101100","​070160008000800078","559982","Jamugadia","JAMUGADIA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101101","​070092009000900059","559963","Jamunda","JAMUNDA","10101","Angul","070090","BANARPAL","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101102","​070160008000800041","559948","Jararpur","JARARPUR","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101103","​070150008000800064","559968","Jokub","JOKUB","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101104","​070170008000800117","560021","Kabulipal","KABULIPAL","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101105","​070150008000800025","559929","Kadalibereni","KADALIBERENI","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101106","​070160008000800057","559961","Kaleipada","KALEIPADA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101107","","","Kandhakoili","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101108","​070170008000800094","559998","Kangula","KANGULA","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101109","​070160008000800031","559935","Kanhei Nagar","KANHEINAGAR","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101110","​070160008000800080","559984","Kanja","KANJA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101111","​070170008000800160","560064","Kansanali","KANSANALI","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101112","​070150008000800036","559940","Kantabeda","KANTABEDA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101113","​070160008000800063","559967","Kantamegha","KANTAMEGHA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101114","​060400039003900125","14131","Karabira","KARA BIRA","10101","Angul","060400","BANKI","101","Angul","7","CUTTACK","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101115","","","Karadaberenijungle","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101116","​080040004000400238","561983","Karadapada","KARADAPADA","10101","Angul","080040","BOUDH","101","Angul","6","BOUDH","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101117","​070130013001300211","560115","Karadasinga","KARADASINGA","10101","Angul","070130","ATHAMALLIK","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101118","​070160008000800018","559922","Karamangasahi","KARAMANGASAHI","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101119","​070160008000800023","559927","Karatpata","KARAT PATA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101120","​070080011001100004","559908","Karnapur","KARNAPUR","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101121","","","Katarang(F.Beat)","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101122","​070150008000800079","559983","Katranga(Bada)","KATRANGA(BADA)","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101123","​070150008000800080","559984","Katranga(Sana)","KATRANGA(SANA)","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101124","​070160008000800043","559947","Khalagaon","KHALAGAON","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101125","​070150008000800042","559946","Khalamba","KHALAMBA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101126","​070170008000800097","560001","Khalari","KHALARI","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101127","​070170008000800095","559999","Khamar","KHAMAR","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101128","​070170008000800139","560043","Khandahata","KHANDAHATA","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101129","​070170008000800158","560062","Khaparakhai","KHAPARAKHAI","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101130","​070160008000800056","559960","Khinda","KHINDA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101131","","","Khindagobindapur","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101132","​070150008000800026","559930","Kothabhuin","KOTHABHUIN","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101133","","","Krusnachakra","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101134","​070150008000800063","559967","Kulangi","KULANGI","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101135","​070150008000800044","559948","Kulasara","KULASARA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101136","​070150008000800012","559916","Kulasinga","KULASINGA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101137","​070150008000800031","559935","Kumuri","KUMURI","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101138","","","Kumurisinga","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101139","​070150008000800047","559951","Kurudu","KURUDU","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101140","","","Kusumapat","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101141","​070150008000800065","559969","Labangi","LABANGI","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101142","","","Lachhabandha","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101143","​070150008000800022","559926","Laxmanapur","LAXMANAPUR","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101144","​070170008000800098","560002","Lingarajori","LINGARAJORI","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101145","","","Lokeipasi","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101146","​070160008000800007","559911","Madanmohan Patna","MADANMOHANPATNA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101147","​070130013001300108","560012","Madhapur","MADHAPUR","10101","Angul","070130","ATHAMALLIK","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101148","​070160008000800029","559933","Madhapur Jungle","MADHAPUR JUNGLE","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101149","​070160008000800027","559931","Madhupur","MADHUPUR","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101150","","","Magurakhala","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101151","​050010006000600086","86","Mahulia","MAHULIA","10101","Angul","050010","BALESWAR","101","Angul","2","BALESWAR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101152","​070160008000800071","559975","Maidharapada","MAIDHARAPADA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101153","​050040004000400038","38","Majhipada","MAJHIPADA","10101","Angul","050040","BALIAPAL","101","Angul","2","BALESWAR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101154","","","Majhipada(F.Beat)","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101155","​070170008000800099","560003","Malisahi","MALISAHI","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101156","​070130013001300103","560007","Manapur","MANAPUR","10101","Angul","070130","ATHAMALLIK","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101157","​070150008000800043","559947","Manikajori","MANIKAJORI","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101158","​070160008000800075","559979","Maranda","MARANDA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101159","​070160008000800009","559913","Matiasahi","MATIA SAHI","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101160","​070170008000800108","560012","Musapapuli","MUSAPAPULI","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
