"SetuVillageId","PortalLocationCode","PortalOriginalVillageId","SetuVillageName","PortalVillageName","SetuBlockId","SetuBlockName","PortalBlockId","PortalBlockName","SetuDistrictId","SetuDistrictName","PortalDistrictId","PortalDistrictName","OverallStatus","DifferenceDetails"
"11602127","​030020007000700020","556568","Sinkulapada","SINKULAPADA","11602","Banspal","030020","HARICHANDANPUR","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602128","","","Siriskhunta","","11602","Banspal","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11602129","​030100007000700204","556568","Suakati","SUAKATI","11602","Banspal","030100","GHASIPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602130","​030030007000700009","556383","Sudanga","SUDANGA","11602","Banspal","030030","PATNA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602131","​030030007000700058","556852","Sukadala","SUKADALA","11602","Banspal","030030","PATNA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602132","​130260003000300056","4886","Sundara","SUNDARA","11602","Banspal","130260","BEGUNIA","116","Keonjhar","19","KHURDA","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11602133","​030020007000700023","556568","Talabaitarani","TALABAITARANI","11602","Banspal","030020","HARICHANDANPUR","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602134","​030030007000700010","556383","Talabarada","TALABARADA","11602","Banspal","030030","PATNA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602135","​030030007000700063","556422","Talabirikala","TALABIRIKALA","11602","Banspal","030030","PATNA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602136","​030100007000700213","556568","Talachampei","TALACHAMPEI","11602","Banspal","030100","GHASIPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602137","​030100007000700164","556568","Talajagar","TALAJAGAR","11602","Banspal","030100","GHASIPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602138","","","Talakainsari","","11602","Banspal","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11602139","​030110007000700033","556402","Talakaipur","TALAKAIPUR","11602","Banspal","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602140","​030020007000700029","556856","Talapada","TALAPADA","11602","Banspal","030020","HARICHANDANPUR","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602141","​030100007000700132","556850","Talaraiguda","TALARAIGUDA","11602","Banspal","030100","GHASIPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602142","","","Talasamatha","","11602","Banspal","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11602143","​030020007000700013","556843","Tana","TANA","11602","Banspal","030020","HARICHANDANPUR","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602144","​030070011001100102","556461","Tangarpada","TANGARPADA","11602","Banspal","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602145","","","Tangarpada(Kha)","","11602","Banspal","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11602146","​030030007000700049","556796","Taramakanta","TARAMAKANTA","11602","Banspal","030030","PATNA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602147","​030100007000700203","556568","Tentuli","TENTULI","11602","Banspal","030100","GHASIPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602148","​100170003000300024","973532","Tentulikhunti","TENTULIKHUNTI","11602","Banspal","100170","SINAPALI","116","Keonjhar","25","NUAPADA","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11602149","​030030007000700055","556816","Tilapasi","TILAPASI","11602","Banspal","030030","PATNA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602150","​030030007000700001","556383","Tiriba","TIRIBA","11602","Banspal","030030","PATNA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602151","​030110007000700045","556402","Toranipani","TORANIPANI","11602","Banspal","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602152","​030030007000700068","556429","Tuladihi","TULADIHI","11602","Banspal","030030","PATNA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602153","","","Uchumadihi","","11602","Banspal","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11602154","​030100007000700212","556568","Uparachampei","UPARACHAMPEI","11602","Banspal","030100","GHASIPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602155","​030100007000700165","556568","Uparajagara","UPARAJAGARA","11602","Banspal","030100","GHASIPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602156","","","Uparakaipur","","11602","Banspal","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11602157","​030110007000700039","556402","Uparasamatha","UPARASAMATHA","11602","Banspal","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602158","​030030007000700011","556383","Uparbarada","UPARBARADA","11602","Banspal","030030","PATNA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602159","​030030007000700064","556424","Uparbirikala","UPARBIRIKALA","11602","Banspal","030030","PATNA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602160","​030100007000700168","556851","Uparraiguda","UPARRAIGUDA","11602","Banspal","030100","GHASIPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602161","​030100007000700162","556568","Uperkainsari","UPERKAINSARI","11602","Banspal","030100","GHASIPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11602162","​030100007000700133","556568","Urumunda","URUMUNDA","11602","Banspal","030100","GHASIPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603001","​030040013001300016","556375","Anseikala","ANSEIKALA","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603002","","","Badahundala","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603003","","","Badkalimati","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603004","​030040007000700031","556390","Baitarani R.F.","BAITARANI R.F.","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603005","","","Balada","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603006","","","Balagoda (Bolani) (Ct)","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603007","​020180013001300025","563679","Balani","BALANI","11603","Barbil","020130","LATHIKATA","116","Keonjhar","30","SUNDARGARH","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11603008","​010280026002600062","563134","Balita","BALITA","11603","Barbil","010280","RAIRAKHOL","116","Keonjhar","28","SAMBALPUR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11603009","​030040013001300048","556407","Bandhuabeda","BANDHUABEDA","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603010","​030100001000100016","556375","Baneikala","BANEIKALA","11603","Barbil","030100","GHASIPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603011","","","Banspani","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603012","","","Barbil 7","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603013","","","Barbil 8","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603014","​040150007000700051","569022","Barpada","BARPADA","11603","Barbil","040150","BHALDA","116","Keonjhar","22","MAYURBHANJ","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11603015","​130070020002000131","555959","Basudebapur","BASUDEBAPUR","11603","Barbil","130070","NIMAPARA","116","Keonjhar","26","PURI","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11603016","​030040013001300058","556417","Belda","BELDA","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603017","​030040013001300021","556380","Beleipada","BELEIPADA","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603018","","","Belkundi","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603019","​030050013001300031","556390","Bhadrasahi","BHADRASAHI","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603020","","","Bhagalapur","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603021","​030170010001000051","556684","Bhandaridiha","BHANDARIDIHA","11603","Barbil","030100","GHASIPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603022","​030040007000700033","556392","Bhanga","BHANGA","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603023","​030040013001300032","556391","Bholabeda","BHOLABEDA","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603024","​030050013001300015","556374","Bhusugaon","BHUSUGAON","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603025","​030050013001300034","556393","Bhuyanraida","BHUYANRAIDA","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603026","","","Bhuyanrodkala","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603027","","","Bichakundi","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603028","","","Birikala","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603030","​030050013001300004","556363","Camp Of B.K.Mohanty","CAMP OF B.K.MOHANTY.","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603029","​030050013001300007","556578","Camp Of Balani","CAMP OF BALANI","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603031","​030050013001300036","556585","Camp Of Tisco","CAMPOFTISCO","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603032","","","Chamakpur","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603033","​010410002000200008","562724","Chhatabar","CHHATABAR","11603","Barbil","010020","MANESWAR","116","Keonjhar","28","SAMBALPUR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11603034","","","Chormalda","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603035","​030040013001300030","556389","Daduan","DADUAN","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603036","","","Damapura","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603037","​030040012001200044","556403","Deojhar","DEOJHAR","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603038","​030100001000100002","556361","Dhanurjayapur","DHANURJAYAPUR","11603","Barbil","030100","GHASIPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603039","​030061013001300037","556396","Dhobakuchuda","DHOBAKUCHUDA","11603","Barbil","030070","JODA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603040","","","Dobuna","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603041","","","Fulabadi","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603042","","","Gadadharapur","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603043","","","Gamulai","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603044","​030050013001300044","556403","Gandhalpada","GANDHALPADA","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603045","","","Gobaradhanpur","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603046","​030070012001200004","556363","Gobindapur","GOBINDAPUR","11603","Barbil","030120","JHUMPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603047","​110250015001500044","9788","Guali","GUALI","11603","Barbil","110250","PADMAPUR","116","Keonjhar","27","RAYAGADA","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11603048","​030061013001300074","556433","Gugudari","GUGUDARI","11603","Barbil","030070","JODA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603049","​120133014001400138","8574","Guruda","GURUDA","11603","Barbil","120140","PATRAPUR","116","Keonjhar","11","GANJAM","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11603050","​030040012001200038","556590","Gurudacamp","GURUDACAMP","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603051","​030040013001300047","556406","Gurutuan","GURUTUAN","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603052","​030100001000100061","556420","Handibhanga","HANDIBHANGA","11603","Barbil","030100","GHASIPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603053","​130300029002900208","11467","Hariharpur","HARIHAR PUR","11603","Barbil","130280","BANAPUR","116","Keonjhar","19","KHURDA","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11603054","​030050013001300002","556361","Hayarpur","HAYARPUR","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603055","","","Jadibahal","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603056","​060051026002600181","10986","Jaganathapur","JAGANATHA PUR","11603","Barbil","060260","BADCHANA","116","Keonjhar","13","JAJPUR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11603057","","","Jajanga (Ct)","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603058","​030040013001300034","556393","Jalahari","JALAHARI","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603059","​030040013001300046","556405","Jamirita","JAMIRITA","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603060","​030040013001300006","556365","Jamukundia","JAMUKUNDIA","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603061","​030040013001300059","556418","Jamunaposi","JAMUNAPOSI","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603062","","","Jamupani","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603063","​030040013001300040","556399","Jaroli","JAROLI","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603064","​030050013001300017","556376","Jhadagaon","JHADAGAON","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603065","","","Joda 2","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603066","","","Jugudidara","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603067","​030040013001300098","556457","Kadalibari","KADALIBARI","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603068","​060180007000700233","14729","Kamalpur","KAMALPUR","11603","Barbil","060180","DERABISI","116","Keonjhar","17","KENDRAPADA","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11603069","","","Kamarjoda","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603070","​050201014001400091","1160","Kanapur","KANAPUR","11603","Barbil","050140","TIHIDI","116","Keonjhar","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11603071","","","Kanarda","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603072","​110130005000500072","9816","Kandara","KANDARA","11603","Barbil","110130","KALYANSINGHPUR","116","Keonjhar","27","RAYAGADA","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11603073","​030050013001300005","556364","Karakhendara","KARAKHENDARA","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603074","","","Karakolha","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603075","​030050013001300019","556378","Kasia(Ka)","KASIA(KA)","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603076","​030050013001300018","556377","Kasia(Kha)","KASIA(KHA)","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603077","","","Katesahi","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603078","​030050013001300027","556386","Kendudihi","KENDUDIHI","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603079","","","Khadabandha","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603080","​030040013001300074","556433","Khajuridihi","KHAJURIDIHI","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603081","​030040013001300037","556397","Khanda","KHANDA","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603082","​030050013001300008","556580","Kiriburu","KIRIBURU","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603083","​030040013001300002","556361","Kitabeda","KITABEDA","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603084","​030050013001300020","556379","Kolhabarapada","KOLHABARAPADA","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603085","","","Kolhapandoli","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603086","​030050013001300033","556392","Kolharaida","KOLHARAIDA","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603087","","","Kolharodkala","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603088","","","Kulumu","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603089","​030040013001300053","556412","Kundaposi(Kunaposi)","KUNDAPOSI KUNAPOSI","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603090","​030050013001300035","556394","Kundurupani","KUNDURUPANI","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603091","​030040013001300026","556385","Lahanda","LAHANDA","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603092","​030050013001300038","556397","Laidapada","LAIDAPADA","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603093","","","Lasarda","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603094","","","Limitur","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603095","​030050013001300021","556380","Lotapani","LOTAPANI","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603096","","","Mahadebanasa","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603097","","","Matiapasi","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603098","","","Matkambeda","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603099","​030050013001300011","556576","Murgabeda Camp","MURGABEDA CAMP","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603100","​030100001000100034","556393","Murusuan","MURUSUAN","11603","Barbil","030100","GHASIPURA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603101","​030040013001300027","556386","Mutuda","MUTUDA","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603102","","","Nalda","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603103","​030040013001300055","556414","Namira","NAMIRA","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603104","","","Narayanpur","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603105","​030010006000600128","556487","Nuagaon","NUAGAON","11603","Barbil","030010","KEONJHAR","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603106","","","Paduliposi","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603107","","","Palasa(Ka)","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603108","","","Palasa(Kha)","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603109","​030040013001300008","556367","Panchananpur","PANCHANANPUR","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603110","​030040013001300087","556446","Pidhapokhari","PIDHAPOKHARI","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603111","​030040013001300073","556432","Purunadihi","PURUNADIHI","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603112","​030080003000300019","556378","Putugaon","PUTUGAON","11603","Barbil","030080","ANANDAPUR","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603113","​030050013001300013","556372","Raeka","RAEKA","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603114","​030110001000100057","556416","Ramachandrapur","RAMACHANDRAPUR","11603","Barbil","030110","CHAMPUA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603115","​030061013001300031","556390","Revenshapur(Ka)","REVENSHAPUR(KA)","11603","Barbil","030070","JODA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603116","","","Revenshapur(Kha)","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603117","​040250024002400184","969839","Rugudi","RUGUDI","11603","Barbil","040250","SUKRULI","116","Keonjhar","22","MAYURBHANJ","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"11603118","​030010006000600005","556364","Rugudidihi","RUGUDIDIHI","11603","Barbil","030010","KEONJHAR","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603119","","","Sading","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603120","","","Sanabadabila","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603121","","","Sanahundala","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603122","","","Sankarapur","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603123","","","Santabahal","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603124","","","Sayabahala","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603125","​030050013001300014","556373","Serenda","SERENDA","11603","Barbil","030050","SAHARPADA","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603126","​030040013001300023","556382","Sialijoda","SIALIJODA","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603127","​030040013001300068","556427","Sreejoda","SREEJODA","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
"11603128","","","Sundra 12","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603129","","","Sundra 13","","11603","Barbil","","","116","Keonjhar","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"11603130","​030040013001300051","556410","Tadapani","TADAPANI","11603","Barbil","030040","GHATGAON","116","Keonjhar","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs"
